dist count
301 1
303 0
305 0
307 0
309 0
311 0
313 0
315 0
317 0
319 0
321 0
323 0
325 0
327 0
329 0
331 0
333 14
335 31
337 813
339 1058
341 2360
343 1502
345 209
347 0
349 12
351 14
353 6
355 1
357 20
359 1
361 0
363 0
365 2
401 0
